State,State/Tribal/Other,Agency,Unit/Office,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson
Nevada,Highway Patrol:,Southern Division,,2,0,0,0,2,0,0,0,0,0
Nevada,Secretary of State Securities Division Enforcement Section,,,0,0,0,0,0,0,0,0,0,0
Nevada,State Fire Marshal,,,0,0,0,0,0,0,0,0,0,6
Nevada,Tribal Agencies,Ely Shoshone Tribal,,2,1,0,0,1,1,1,0,0,0
Nevada,Fallon Tribal,,,4,0,0,0,4,9,6,1,2,0
Nevada,Lovelock Paiute Tribal,,,2,0,0,0,2,0,0,0,0,0
Nevada,Reno-Sparks Indian Colony,,,6,0,2,1,3,123,8,111,4,
Nevada,Walker River Tribal,,,0,0,0,0,0,5,1,1,3,0
Nevada,Western Shoshone Tribal,,,1,0,0,0,1,0,0,0,0,0
Nevada,Other Agencies,Clark County School District,,314,0,0,31,283,728,141,567,20,5
Nevada,Las Vegas Fire and Rescue,Arson Bomb Unit,,0,0,0,0,0,0,0,0,0,48
Nevada,Reno Municipal Court Marshal3,,,0,0,0,0,0,0,0,0,0,0
Nevada,Reno Tahoe Airport Authority,,,0,0,0,0,0,41,2,29,10,
New Hampshire,State Agencies,Liquor Commission,,1,0,0,1,0,50,0,50,0,0
New Hampshire,State Police:,Belknap County,,0,0,0,0,0,2,0,1,1,0
New Hampshire,State Police:,Carroll County,,0,0,0,0,0,7,0,2,5,0
New Hampshire,State Police:,Cheshire County,,6,0,3,1,2,16,8,5,3,0
New Hampshire,State Police:,Coos County,,6,0,2,0,4,39,7,28,4,0
New Hampshire,State Police:,Grafton County,,3,0,2,1,0,32,11,19,2,0
New Hampshire,State Police:,Hillsborough County,,2,0,0,0,2,3,0,2,1,0
New Hampshire,State Police:,Merrimack County,,6,0,1,1,4,21,3,14,4,1
New Hampshire,State Police:,Rockingham County,,2,1,0,0,1,2,0,1,1,0
New Hampshire,State Police:,Strafford County,,0,0,0,0,0,2,1,1,0,0
New Hampshire,State Police:,Sullivan County,,4,0,1,0,3,15,7,5,3,0
New Jersey,State Agencies,Department of Corrections,,80,3,0,0,77,0,0,0,0,0
New Jersey,Department of Human Services,,,45,0,2,0,43,24,1,23,0,2
New Jersey,Division of Fish and Wildlife,,,0,0,0,0,0,7,1,6,0,0
New Jersey,New Jersey Transit Police,,,16,0,0,3,13,295,0,289,6,4
New Jersey,Palisades Interstate Parkway,,,1,0,0,0,1,1,0,1,0,0
New Jersey,Port Authority of New York and New Jersey,,,51,0,0,14,37,612,9,578,25,0
New Jersey,State Park Police,,,5,0,0,0,5,18,3,13,2,0
New Jersey,State Police,,,0,0,0,0,0,0,0,0,0,0
New Jersey,State Police:,Atlantic County,,19,1,2,7,9,672,31,630,11,0
New Jersey,State Police:,Bergen County,,9,0,0,1,8,59,6,47,6,0
New Jersey,State Police:,Burlington County,,20,0,3,2,15,254,47,195,12,2
New Jersey,State Police:,Camden County,,9,0,1,0,8,18,0,13,5,0
New Jersey,State Police:,Cape May County,,14,0,3,3,8,139,38,91,10,1
New Jersey,State Police:,Cumberland County,,67,2,9,16,40,405,132,253,20,9
New Jersey,State Police:,Essex County,,5,0,0,0,5,13,3,6,4,0
New Jersey,State Police:,Gloucester County,,6,0,0,1,5,7,1,4,2,0
New Jersey,State Police:,Hudson County,,2,0,0,0,2,5,0,3,2,0
New Jersey,State Police:,Hunterdon County,,14,1,2,1,10,92,16,66,10,0
New Jersey,State Police:,Mercer County,,8,0,1,1,6,27,5,21,1,0
New Jersey,State Police:,Middlesex County,,9,0,1,2,6,32,1,31,0,0
New Jersey,State Police:,Monmouth County,,10,1,2,1,6,108,30,74,4,1
New Jersey,State Police:,Morris County,,9,1,1,0,7,16,3,11,2,0
New Jersey,State Police:,Ocean County,,2,0,0,0,2,21,5,16,0,0
New Jersey,State Police:,Passaic County,,1,0,0,0,1,5,1,3,1,0
New Jersey,State Police:,Salem County,,17,0,5,3,9,182,43,122,17,2
New Jersey,State Police:,Somerset County,,1,0,0,0,1,7,2,4,1,0
New Jersey,State Police:,Sussex County,,25,0,8,2,15,213,52,146,15,1
New Jersey,State Police:,Union County,,3,0,0,0,3,5,1,2,2,0
New Jersey,State Police:,Warren County,,6,0,2,2,2,104,28,68,8,2
New Jersey,Other Agencies,Park Police:,Morris County,0,0,0,0,0,16,1,15,0,0
New Jersey,Other Agencies,Union County,,22,0,3,10,9,32,0,32,0,0
New Jersey,Prosecutor:,Atlantic County,,0,0,0,0,0,0,0,0,0,0
New Jersey,Prosecutor:,Bergen County,,0,0,0,0,0,0,0,0,0,0
New Jersey,Prosecutor:,Burlington County,,0,0,0,0,0,0,0,0,0,0
New Jersey,Prosecutor:,Camden County,,0,0,0,0,0,0,0,0,0,0
New Jersey,Prosecutor:,Cape May County,,0,0,0,0,0,0,0,0,0,0
New Jersey,Prosecutor:,Cumberland County,,0,0,0,0,0,0,0,0,0,0
New Jersey,Prosecutor:,Essex County,,0,0,0,0,0,0,0,0,0,0
New Jersey,Prosecutor:,Gloucester County,,0,0,0,0,0,0,0,0,0,0
New Jersey,Prosecutor:,Hudson County,,0,0,0,0,0,0,0,0,0,0
New Jersey,Prosecutor:,Hunterdon County,,0,0,0,0,0,0,0,0,0,0
New Jersey,Prosecutor:,Mercer County,,0,0,0,0,0,0,0,0,0,0
New Jersey,Prosecutor:,Middlesex County,,0,0,0,0,0,0,0,0,0,0
New Jersey,Prosecutor:,Monmouth County,,0,0,0,0,0,0,0,0,0,0
New Jersey,Prosecutor:,Morris County,,0,0,0,0,0,0,0,0,0,2
New Jersey,Prosecutor:,Ocean County,,0,0,0,0,0,0,0,0,0,0
New Jersey,Prosecutor:,Passaic County,,0,0,0,0,0,0,0,0,0,0
New Jersey,Prosecutor:,Salem County,,0,0,0,0,0,0,0,0,0,0
New Jersey,Prosecutor:,Somerset County,,0,0,0,0,0,0,0,0,0,0
New Jersey,Prosecutor:,Sussex County,,0,0,0,0,0,0,0,0,0,0
New Jersey,Prosecutor:,Union County,,0,0,0,0,0,0,0,0,0,0
New Jersey,Prosecutor:,Warren County,,0,0,0,0,0,0,0,0,0,0
New Mexico,Tribal Agencies,Acoma Tribal,,17,0,1,3,13,23,4,13,6,0
New Mexico,Tribal Agencies,Isleta Tribal,,12,0,0,0,12,18,2,12,4,0
New Mexico,Tribal Agencies,Jemez Pueblo,,4,0,0,0,4,12,4,8,0,0
New Mexico,Tribal Agencies,Jicarilla Apache Tribal,,77,0,0,0,77,5,0,2,3,0
New Mexico,Tribal Agencies,Laguna Tribal,,53,1,9,4,39,84,9,70,5,0
New Mexico,Tribal Agencies,Mescalero Tribal,,21,0,2,0,19,4,1,0,3,1
New Mexico,Tribal Agencies,Northern Pueblos Agency,,4,0,0,0,4,6,3,3,0,0
New Mexico,Tribal Agencies,Ohkay Owingeh Tribal,,11,1,0,0,10,27,7,13,7,0
New Mexico,Tribal Agencies,Pojoaque Tribal,,8,0,2,0,6,62,15,44,3,0
New Mexico,Tribal Agencies,Ramah Navajo Tribal,,24,0,2,0,22,15,8,7,0,0
New Mexico,Tribal Agencies,Santa Ana Tribal,,8,0,0,2,6,106,10,85,11,0
New Mexico,Tribal Agencies,Santa Clara Pueblo,,4,0,1,1,2,28,7,17,4,0
New Mexico,Tribal Agencies,Southern Pueblos Agency,,7,0,1,0,6,31,14,10,7,1
New Mexico,Tribal Agencies,Taos Pueblo,,16,1,0,2,13,12,4,7,1,0
New Mexico,Tribal Agencies,Tesuque Pueblo,,3,1,0,0,2,9,1,7,1,0
New Mexico,Tribal Agencies,Zuni Tribal,,15,0,0,0,15,0,0,0,0,0
New York,State Agencies,State Police:,Albany County,30,0,22,3,5,120,3,116,1,0
New York,State Agencies,Allegany County,,44,2,23,0,19,247,79,147,21,
New York,State Agencies,Broome County,,65,1,30,1,33,380,72,279,29,6
New York,State Agencies,Cattaraugus County,,32,0,12,0,20,181,32,138,11,
New York,State Agencies,Cayuga County,,51,0,25,1,25,168,30,126,12,
New York,State Agencies,Chautauqua County,,31,0,18,2,11,137,38,94,5,0
New York,State Agencies,Chemung County,,78,0,16,3,59,217,26,183,8,
New York,State Agencies,Chenango County,,51,0,30,1,20,154,40,109,5,0
New York,State Agencies,Clinton County,,80,1,49,3,27,694,103,573,18,10
New York,State Agencies,Columbia County,,31,0,17,1,13,187,35,147,5,
New York,State Agencies,Cortland County,,15,0,11,0,4,113,13,97,3,0
New York,State Agencies,Delaware County,,30,0,18,1,11,128,27,97,4,2
New York,State Agencies,Dutchess County,,160,0,49,9,102,416,39,362,15,2
New York,State Agencies,Erie County,,38,0,20,3,15,261,31,220,10,0
New York,State Agencies,Essex County,,32,0,23,0,9,226,51,169,6,
New York,State Agencies,Franklin County,,46,0,32,2,12,227,51,162,14,
New York,State Agencies,Fulton County,,24,1,16,0,7,59,11,47,1,
New York,State Agencies,Genesee County,,12,0,7,2,3,114,9,98,7,0
New York,State Agencies,Greene County,,156,0,39,4,113,259,57,192,10,0
New York,State Agencies,Hamilton County,,2,0,1,0,1,19,4,13,2,0
New York,State Agencies,Herkimer County,,34,0,13,1,20,171,54,105,12,2
New York,State Agencies,Jefferson County,,60,0,33,6,21,422,56,355,11,6
New York,State Agencies,Lewis County,,13,0,7,0,6,62,19,39,4,1
New York,State Agencies,Livingston County,,15,0,12,1,2,20,2,17,1,1
New York,State Agencies,Madison County,,31,0,24,1,6,153,35,115,3,0
New York,State Agencies,Monroe County,,57,0,53,2,2,74,2,63,9,0
New York,State Agencies,Montgomery County,,22,0,14,1,7,83,6,69,8,0
New York,State Agencies,Nassau County,,9,1,1,2,5,7,0,5,2,0
New York,State Agencies,New York County,,13,0,8,0,5,68,17,31,20,0
New York,State Agencies,Niagara County,,38,0,25,6,7,186,27,154,5,1
New York,State Agencies,Oneida County,,119,1,44,1,73,298,52,235,11,1
New York,State Agencies,Onondaga County,,89,0,56,10,23,562,55,476,31,4
New York,State Agencies,Ontario County,,32,0,19,2,11,219,27,186,6,
New York,State Agencies,Orange County,,114,1,81,5,27,532,38,482,12,
New York,State Agencies,Orleans County,,13,0,10,0,3,61,7,44,10,3
New York,State Agencies,Oswego County,,78,0,52,0,26,441,91,318,32,
New York,State Agencies,Otsego County,,47,1,22,1,23,313,25,281,7,2
New York,State Agencies,Putnam County,,17,0,10,1,6,81,7,68,6,
New York,State Agencies,Rensselaer County,,37,0,23,2,12,398,69,317,12,3
New York,State Agencies,Rockland County,,6,0,2,0,4,4,0,4,0,0
New York,State Agencies,Saratoga County,,58,1,39,2,16,514,33,468,13,2
New York,State Agencies,Schenectady County,,8,0,5,0,3,57,7,48,2,0
New York,State Agencies,Schoharie County,,23,0,12,0,11,105,28,72,5,1
New York,State Agencies,Schuyler County,,4,0,3,0,1,19,6,11,2,0
New York,State Agencies,Seneca County,,33,0,17,0,16,89,7,80,2,0
New York,State Agencies,Steuben County,,48,0,34,1,13,304,63,222,19,5
New York,State Agencies,St. Lawrence County,,36,0,23,2,11,276,68,183,25,
New York,State Agencies,Suffolk County,,16,1,8,0,7,16,0,14,2,0
New York,State Agencies,Sullivan County,,93,1,53,2,37,215,65,140,10,5
New York,State Agencies,Tioga County,,31,2,19,1,9,74,9,57,8,0
New York,State Agencies,Tompkins County,,42,0,22,1,19,231,42,184,5,1
New York,State Agencies,Ulster County,,89,1,38,3,47,362,63,277,22,2
New York,State Agencies,Warren County,,25,0,19,0,6,173,19,150,4,0
New York,State Agencies,Washington County,,25,0,20,1,4,77,15,58,4,0
New York,State Agencies,Wayne County,,55,0,35,3,17,379,84,275,20,4
New York,State Agencies,Westchester County,,63,0,17,3,43,276,25,243,8,
New York,State Agencies,Wyoming County,,18,0,5,0,13,25,1,20,4,1
New York,State Agencies,Yates County,,6,0,5,0,1,14,3,11,0,0
New York,Tribal Agencies,Oneida Indian Nation,,7,0,3,1,3,61,4,54,3,1
New York,St. Regis Tribal,,,8,0,3,1,4,22,1,19,2,0
New York,Other Agencies,New York City Department of Environmental Protection Police:,Ashokan Precinct,0,0,0,0,0,0,0,0,0,0
New York,Other Agencies,Beerston Precinct,,0,0,0,0,0,4,0,4,0,0
New York,Other Agencies,Eastview Precinct,,0,0,0,0,0,10,0,10,0,0
New York,Other Agencies,Gilboa Precinct,,0,0,0,0,0,0,0,0,0,0
New York,Other Agencies,Grahamsville Precinct,,1,0,0,0,1,0,0,0,0,0
New York,Other Agencies,Hillview Precinct,,0,0,0,0,0,0,0,0,0,0
New York,New York City Metropolitan Transportation Authority,,,63,0,0,28,35,378,14,358,6,0
New York,Onondaga County Parks,,,2,0,0,1,1,26,1,25,0,0
North Carolina,State Agencies,State Capitol Police,,8,0,4,0,4,12,2,10,0,2
North Carolina,State Park Rangers:,Hanging Rock,,0,0,0,0,0,4,0,4,0,0
North Carolina,State Park Rangers:,Jockey's Ridge,,0,0,0,0,0,0,0,0,0,0
North Carolina,State Park Rangers:,Lake Norman,,0,0,0,0,0,16,7,9,0,0
North Carolina,State Park Rangers:,New River-Mount Jefferson,,0,0,0,0,0,0,0,0,0,0
North Carolina,Other Agencies,Raleigh-Durham International Airport,,3,0,1,0,2,120,2,95,23,0
North Carolina,Triad Municipal Alcoholic Beverage Control Law Enforcement,,,0,0,0,0,0,9,0,9,0,0
North Carolina,WakeMed Campus Police,,,34,0,2,0,32,99,6,88,5,0
North Dakota,State Agencies,North Dakota Highway Patrol,,11,0,0,0,11,21,0,3,18,0
Ohio,State Agencies,Ohio Department of Natural Resources,,31,2,3,0,26,283,16,259,8,4
Ohio,State Agencies,Ohio Investigative Unit,,0,0,0,0,0,0,0,0,0,0
Ohio,State Agencies,Ohio State Highway Patrol,,217,4,24,2,187,147,4,108,35,5
Ohio,Other Agencies,Greater Cleveland Regional Transit Authority,,28,0,1,18,9,134,0,134,0,2
Ohio,Other Agencies,Hamilton County Park District,,1,0,1,0,0,60,0,56,4,0
Ohio,Other Agencies,Lake Metroparks,,0,0,0,0,0,1,0,1,0,0
Ohio,Other Agencies,Toledo Fire Department Fire Investigation Unit,,0,0,0,0,0,0,0,0,0,86
Ohio,Other Agencies,University Hospitals Portage Medical Center,,1,0,0,1,0,6,0,6,0,0
Oklahoma,State Agencies,Capitol Park Police,,0,0,0,0,0,0,0,0,0,0
Oklahoma,State Agencies,Oklahoma Highway Patrol,,2,2,0,0,0,0,0,0,0,0
Oklahoma,State Agencies,State Park Rangers,,6,0,1,0,5,99,22,73,4,2
Oklahoma,Tribal Agencies,Absentee Shawnee Tribal,,4,0,0,0,4,19,8,10,1,0
Oklahoma,Tribal Agencies,Anadarko Agency,,5,0,1,0,4,57,5,47,5,0
Oklahoma,Tribal Agencies,Cherokee Nation,,13,0,2,1,10,36,6,27,3,0
Oklahoma,Tribal Agencies,Chickasaw Nation,,25,0,0,9,16,928,68,837,23,0
Oklahoma,Tribal Agencies,Choctaw Nation,,49,0,2,3,44,306,16,267,23,0
Oklahoma,Tribal Agencies,Citizen Potawatomi Nation,,6,0,2,1,3,202,8,178,16,1
Oklahoma,Tribal Agencies,Comanche Nation,,5,0,0,0,5,130,10,112,8,0
Oklahoma,Tribal Agencies,Concho Agency,,6,0,0,0,6,32,1,26,5,0
Oklahoma,Tribal Agencies,Eastern Shawnee Tribal,,3,0,0,0,3,80,0,72,8,0
Oklahoma,Tribal Agencies,Iowa Tribal2,,0,0,0,0,0,25,2,23,0,0
Oklahoma,Tribal Agencies,Kaw Tribal,,0,0,0,0,0,7,1,6,0,0
Oklahoma,Tribal Agencies,Kickapoo Tribal,,4,2,0,0,2,27,6,17,4,1
Oklahoma,Tribal Agencies,Miami Agency,,4,0,0,0,4,51,2,38,11,0
Oklahoma,Tribal Agencies,Miami Tribal,,0,0,0,0,0,10,3,7,0,0
Oklahoma,Tribal Agencies,Muscogee Nation Tribal,,22,0,3,0,19,231,21,169,41,0
Oklahoma,Tribal Agencies,Osage Nation2,,5,0,1,0,4,183,40,101,42,1
Oklahoma,Tribal Agencies,Otoe-Missouria Tribal,,3,0,0,0,3,9,5,2,2,0
Oklahoma,Tribal Agencies,Pawnee Tribal,,1,0,0,0,1,9,3,5,1,0
Oklahoma,Tribal Agencies,Ponca Tribal,,1,0,0,0,1,11,5,5,1,0
Oklahoma,Tribal Agencies,Quapaw Tribal2,,13,0,1,3,9,157,15,134,8,4
Oklahoma,Tribal Agencies,Sac and Fox Tribal,,11,0,1,0,10,42,15,22,5,0
Oklahoma,Tribal Agencies,Seminole Nation Lighthorse,,3,0,1,0,2,24,3,19,2,0
Oklahoma,Tribal Agencies,Tonkawa Tribal,,1,0,0,0,1,11,0,10,1,0
Oklahoma,Tribal Agencies,Wyandotte Nation,,6,0,0,1,5,17,4,12,1,1
Oklahoma,Other Agencies,District 1 Narcotics Task Force,,0,0,0,0,0,0,0,0,0,0
Oklahoma,Other Agencies,Jenks Public Schools,,1,0,0,0,1,3,0,3,0,0
Oklahoma,Other Agencies,Lawton Public Schools,,4,0,1,2,1,26,2,24,0,1
Oklahoma,Other Agencies,Muskogee City Schools,,4,0,0,0,4,2,0,2,0,1
Oklahoma,Other Agencies,Putnam City Campus,,8,0,2,0,6,6,1,5,0,0
Oklahoma,Other Agencies,Victory Life,,0,0,0,0,0,0,0,0,0,0
Oregon,State Agencies,State Police:,Baker County,3,0,1,0,2,5,0,4,1,2
Oregon,State Agencies,Benton County,,6,0,0,2,4,333,17,313,3,1
Oregon,State Agencies,Clackamas County,,17,0,0,0,17,22,0,17,5,0
Oregon,State Agencies,Clatsop County,,3,0,1,0,2,4,0,2,2,0
Oregon,State Agencies,Columbia County,,6,0,0,0,6,6,0,4,2,0
Oregon,State Agencies,Coos County,,6,0,0,0,6,31,4,25,2,1
Oregon,State Agencies,Crook County,,3,0,0,0,3,0,0,0,0,0
Oregon,State Agencies,Curry County,,6,0,1,0,5,18,0,17,1,0
Oregon,State Agencies,Deschutes County,,12,0,1,0,11,7,0,6,1,0
Oregon,State Agencies,Douglas County,,23,1,1,0,21,34,3,24,7,1
Oregon,State Agencies,Grant County,,4,0,1,0,3,4,1,3,0,0
Oregon,State Agencies,Harney County,,3,0,0,0,3,3,0,2,1,0
Oregon,State Agencies,Hood River County,,5,0,0,0,5,6,0,6,0,0
Oregon,State Agencies,Jackson County3,,,,0,0,14,29,0,24,5,1
Oregon,State Agencies,Jefferson County,,2,0,1,0,1,3,0,3,0,0
Oregon,State Agencies,Josephine County,,43,0,2,0,41,14,2,8,4,6
Oregon,State Agencies,Klamath County,,17,1,3,0,13,8,1,7,0,0
Oregon,State Agencies,Lake County,,5,0,0,0,5,2,0,1,1,0
Oregon,State Agencies,Lane County3,,,,1,0,23,52,3,38,11,2
Oregon,State Agencies,Lincoln County,,4,0,1,0,3,18,0,18,0,0
Oregon,State Agencies,Linn County,,8,0,1,0,7,20,0,17,3,1
Oregon,State Agencies,Malheur County,,9,0,0,0,9,4,0,4,0,1
Oregon,State Agencies,Marion County,,52,0,4,1,47,93,7,70,16,0
Oregon,State Agencies,Multnomah County,,6,0,1,0,5,10,0,6,4,0
Oregon,State Agencies,Polk County,,5,0,0,0,5,1,0,1,0,0
Oregon,State Agencies,Sherman County,,9,0,0,0,9,2,0,2,0,0
Oregon,State Agencies,Tillamook County,,4,0,0,0,4,13,0,12,1,0
Oregon,State Agencies,Umatilla County,,17,0,3,1,13,6,1,5,0,1
Oregon,State Agencies,Union County,,1,0,0,0,1,4,0,3,1,0
Oregon,State Agencies,Wasco County,,7,0,0,0,7,8,0,5,3,0
Oregon,State Agencies,Washington County,,4,0,1,0,3,3,0,1,2,0
Oregon,State Agencies,Yamhill County,,9,0,0,0,9,2,0,2,0,0
Oregon,Tribal Agencies,Burns Paiute Tribal,,0,0,0,0,0,0,0,0,0,0
Oregon,Columbia River Inter-Tribal Fisheries Enforcement,,,8,0,1,0,7,10,2,6,2,0
Oregon,"Coos, Lower Umpqua, and Siuslaw Tribal",,,0,0,0,0,0,15,0,15,0,
Oregon,Coquille Tribal,,,2,0,1,1,0,5,3,1,1,0
Oregon,Grand Ronde Tribal,,,3,0,1,0,2,53,6,44,3,0
Oregon,Siletz Tribal,,,1,0,0,0,1,3,1,1,1,0
Oregon,Umatilla Tribal,,,37,3,6,0,28,132,24,92,16,0
Oregon,Oregon Agencies,Hillsboro School District,,0,0,0,0,0,0,0,0,0,0
Oregon,Port of Portland,,,6,0,0,0,6,554,8,490,56,0
Pennsylvania,State Agencies,Bureau of Forestry:,Adams County,0,0,0,0,0,0,0,0,0,0
Pennsylvania,State Agencies,Allegheny County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,State Agencies,Chester County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,State Agencies,Columbia County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,State Agencies,Cumberland County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,State Agencies,Delaware County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,State Agencies,Fayette County,,0,0,0,0,0,0,0,0,0,3
Pennsylvania,State Agencies,McKean County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,State Agencies,Snyder County,,0,0,0,0,0,0,0,0,0,1
Pennsylvania,Bureau of Narcotics:,Adams County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Bureau of Narcotics:,Allegheny County,,1,0,0,0,1,0,0,0,0,0
Pennsylvania,Bureau of Narcotics:,Beaver County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Bureau of Narcotics:,Berks County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Bureau of Narcotics:,Bradford County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Bureau of Narcotics:,Clearfield County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Bureau of Narcotics:,Columbia County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Bureau of Narcotics:,Erie County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Bureau of Narcotics:,Franklin County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Bureau of Narcotics:,Huntingdon County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Bureau of Narcotics:,Jefferson County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Bureau of Narcotics:,Lancaster County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Bureau of Narcotics:,Lebanon County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Bureau of Narcotics:,Lehigh County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Bureau of Narcotics:,Mifflin County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Bureau of Narcotics:,Montgomery County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Bureau of Narcotics:,Montour County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Bureau of Narcotics:,Northampton County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Bureau of Narcotics:,Tioga County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Bureau of Narcotics:,Union County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Bureau of Narcotics:,Venango County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Bureau of Narcotics:,Warren County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Bureau of Narcotics:,Wyoming County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,State Capitol Police,,,1,0,0,0,1,16,0,16,0,0
Pennsylvania,State Park Rangers:,Cowans Gap,,0,0,0,0,0,1,0,1,0,0
Pennsylvania,State Park Rangers:,Fort Washington,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,State Park Rangers:,Frances Slocum,,0,0,0,0,0,1,0,1,0,0
Pennsylvania,State Park Rangers:,Keystone,,0,0,0,0,0,2,0,2,0,0
Pennsylvania,State Park Rangers:,Kings Gap Environmental Education Center,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,State Park Rangers:,Little Pine,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,State Park Rangers:,Maurice K. Goddard,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,State Park Rangers:,Pymatuning,,0,0,0,0,0,1,1,0,0,0
Pennsylvania,State Park Rangers:,Sinnemahoning,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,State Park Rangers:,Sizerville,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,State Park Rangers:,Worlds End,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,State Park Rangers:,Yellow Creek,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Adams County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Allegheny County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Armstrong County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Beaver County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Bedford County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Berks County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Blair County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Bradford County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Bucks County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Cambria County,,0,0,0,0,0,4,0,4,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Cameron County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Carbon County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Centre County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Chester County,,2,0,2,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Clearfield County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Clinton County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Columbia County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Crawford County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Cumberland County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Dauphin County,,0,0,0,0,0,1,0,1,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Delaware County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Elk County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Erie County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Fayette County,,0,0,0,0,0,1,0,1,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Forest County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Franklin County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Fulton County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Greene County,,0,0,0,0,0,0,0,0,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Huntingdon County,,0,0,0,0,0,2,0,2,0,0
Pennsylvania,"State Police, Bureau of Criminal Investigation:",Indiana County,,0,0,0,0,0,0,0,0,0,0
